0.168510	-1146.504516
0.236747	-2123.000627
0.270010	-1261.172555
0.452524	-1693.761912
0.611481	-1567.713693
0.768964	-1363.259368
0.923392	-938.730676
0.978855	-768.265720
1.168882	-624.329000
1.345109	-313.580945
1.372809	-248.587781
1.484234	119.607002
1.630327	10.793729
1.646288	284.917770
1.773223	-35.522350
1.914895	-0.455706
2.038166	-32.137362
2.159928	86.546607
2.244973	-12.952088
2.385052	-303.449507
2.471604	-142.951444
2.553418	-683.014030
2.730513	-454.268999
2.820362	-758.085633
2.840231	-484.640775
2.987833	-367.080780
3.098796	-467.018372
3.275518	-314.460809
3.378651	-408.272438
3.448057	-353.777116
3.471678	-98.964806
3.486529	219.416933
3.639332	-180.639404
3.721018	-318.137177
3.776634	-249.206793
3.811384	333.738013
3.818988	581.807823
4.011128	654.678842
4.128192	256.430436
4.298729	-667.825111
4.345719	-377.823803
4.371865	13.681054
4.465759	4.551062
4.585321	96.875836
4.589525	276.631938
4.720421	236.961251
4.766862	159.952167
4.784002	536.834293
4.938749	516.999854
4.952479	585.828658
5.046381	715.755096
5.209177	775.419735
5.221974	687.635017
5.371312	592.615916
5.383433	528.241343
5.477044	460.451868
5.546053	521.845618
5.680989	541.551386
5.756665	661.306464
5.877827	674.188316
5.948708	739.468190
6.030043	726.708935
6.079900	725.627550
6.276822	685.391355
6.402621	613.875940
6.472002	412.438617
6.656899	503.435638
6.724938	456.154230
6.886328	318.513033
6.954948	16.609533
7.119087	82.760926
7.256002	282.679594
7.350744	227.367746
7.539762	241.698267
7.712974	316.820633
7.839656	249.399087
7.931706	266.408195
8.116945	256.043606
8.236745	278.257994
8.275134	297.687058
8.390306	295.215271
8.569357	311.366947
8.715830	319.163573
8.814042	343.531163
8.837493	330.456516
8.896303	306.609306
8.898732	354.094917
8.950629	327.125806
8.981025	341.793585
9.035057	366.526382
9.206569	368.054156
9.220412	371.039134
9.343746	341.672510
9.390562	321.808244
9.566243	328.036270
9.581712	313.666938
9.620968	341.874029
9.683576	334.594349
9.751004	343.363871
9.816573	336.348238
9.837860	332.916684
10.016037	352.917782
10.133879	362.930852
10.244705	346.835794
10.413220	351.597367
10.422202	360.234179
10.502885	362.031143
10.597084	363.427188
10.726772	344.974622
10.822880	353.523821
10.912695	349.244064
11.089181	340.195256
11.125459	337.388222
11.138845	350.448567
11.282506	351.296468
11.410956	340.099077
11.464820	349.542247
11.518498	342.935109
11.586722	334.546574
11.617791	338.011023
11.742603	332.401537
11.888028	339.308148
12.002038	315.287413
12.150301	303.594285
12.198782	300.545515
12.315831	307.558348
12.476991	309.547353
12.543545	309.189242
12.714689	307.201878
12.888390	307.668214
13.028607	291.269391
13.083008	293.470533
13.138814	272.441927
13.184576	250.990562
13.380988	252.895718
13.422877	247.247814
13.446188	256.531186
13.478709	256.726774
13.558608	241.990246
13.629682	247.654618
13.698898	230.307204
13.798491	238.523920
13.984437	235.664224
13.991832	242.260095
14.037418	236.990776
14.115311	217.794195
14.205476	205.330413
14.379506	227.284762
14.467898	220.447788
14.603005	192.230845
14.626245	189.825159
14.791843	176.937465
14.982853	197.785153
15.072607	188.169478
15.114847	194.483403
15.249666	192.561920
15.357763	198.277545
15.468254	181.414025
15.497517	167.586692
15.542125	166.014314
15.702620	169.992702
15.880674	168.472908
16.064120	173.125115
16.101313	180.813702
16.113150	188.632170
16.206213	179.843520
16.353537	203.040050
16.553513	207.884172
16.730054	197.186928
16.830895	176.102399
16.927736	163.042160
17.110840	155.752845
17.173107	161.353992
17.205217	167.412128
17.241248	169.731057
17.439502	176.640382
17.516796	190.058586
17.596300	199.035203
17.740298	190.678970
17.909632	175.871823
18.027785	177.890178
18.155379	179.259481
18.197672	185.597306
18.358727	184.266426
18.482480	175.387846
18.569414	172.892363
18.708661	169.514609
18.796408	160.817462
18.904686	150.662230
19.064170	155.282579
19.262363	166.363494
19.454790	160.155299
19.560063	142.161689
19.759210	147.676762
19.834566	145.779596
20.033634	139.331450
20.052053	133.032759
20.096378	121.382054
20.198665	103.075846
20.354083	98.544220
20.451832	98.293712
20.643314	111.080288
20.727827	121.465137
20.732168	115.138308
20.784142	103.609200
20.875105	99.041364
20.970370	86.666217
21.000353	89.039274
21.067836	74.633630
21.148629	81.426491
21.310151	66.519069
21.476681	61.044281
21.520726	72.290553
21.553972	85.082901
21.643346	93.178093
21.694465	84.372969
21.717551	83.142902
21.803388	75.327059
21.975898	58.449263
22.049339	58.536867
22.232352	45.061683
22.342436	43.449821
22.352130	35.889414
22.484021	52.125314
22.628297	60.779912
22.819390	72.631390
22.993913	64.710611
23.045866	59.092419
23.199478	55.715703
23.396399	45.542335
23.477432	47.638387
23.599246	49.422502
23.643577	58.957736
23.761995	58.408203
23.790555	51.778481
23.855809	44.231987
23.910350	55.836011
23.922021	50.147213
23.953880	38.806658
23.991713	40.867906
24.081854	43.279744
24.159237	55.654288
24.340945	72.050079
24.482733	75.414505
24.605776	60.501650
24.743234	49.087772
24.781782	34.118561
24.803664	36.290521
24.832872	44.679696
24.967128	49.223054
25.089194	45.885714
25.204558	37.939632
25.336183	40.936693
25.520791	50.138670
25.707837	58.338947
25.884154	64.145730
